PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
546,0,1,0,64.0,0,0,26.0,missing,S
547,1,2,1,19.0,1,0,26.0,missing,S
548,1,2,0,29.7,0,0,13.8625,missing,C
549,0,3,0,33.0,1,1,20.525,missing,S
550,1,2,0,8.0,1,1,36.75,missing,S
551,1,1,0,17.0,0,2,110.8833,C70,C
552,0,2,0,27.0,0,0,26.0,missing,S
553,0,3,0,29.7,0,0,7.8292,missing,Q
554,1,3,0,22.0,0,0,7.225,missing,C
555,1,3,1,22.0,0,0,7.775,missing,S
556,0,1,0,62.0,0,0,26.55,missing,S
557,1,1,1,48.0,1,0,39.6,A16,C
558,0,1,0,29.7,0,0,227.525,missing,C
559,1,1,1,39.0,1,1,79.65,E67,S
560,1,3,1,36.0,1,0,17.4,missing,S
561,0,3,0,29.7,0,0,7.75,missing,Q
562,0,3,0,40.0,0,0,7.8958,missing,S
563,0,2,0,28.0,0,0,13.5,missing,S
564,0,3,0,29.7,0,0,8.05,missing,S
565,0,3,1,29.7,0,0,8.05,missing,S
566,0,3,0,24.0,2,0,24.15,missing,S
567,0,3,0,19.0,0,0,7.8958,missing,S
568,0,3,1,29.0,0,4,21.075,missing,S
569,0,3,0,29.7,0,0,7.2292,missing,C
570,1,3,0,32.0,0,0,7.8542,missing,S
571,1,2,0,62.0,0,0,10.5,missing,S
572,1,1,1,53.0,2,0,51.4792,C101,S
573,1,1,0,36.0,0,0,26.3875,E25,S
574,1,3,1,29.7,0,0,7.75,missing,Q
575,0,3,0,16.0,0,0,8.05,missing,S
576,0,3,0,19.0,0,0,14.5,missing,S
577,1,2,1,34.0,0,0,13.0,missing,S
578,1,1,1,39.0,1,0,55.9,E44,S
579,0,3,1,29.7,1,0,14.4583,missing,C
580,1,3,0,32.0,0,0,7.925,missing,S
581,1,2,1,25.0,1,1,30.0,missing,S
582,1,1,1,39.0,1,1,110.8833,C68,C
583,0,2,0,54.0,0,0,26.0,missing,S
584,0,1,0,36.0,0,0,40.125,A10,C
585,0,3,0,29.7,0,0,8.7125,missing,C
586,1,1,1,18.0,0,2,79.65,E68,S
587,0,2,0,47.0,0,0,15.0,missing,S
588,1,1,0,60.0,1,1,79.2,B41,C
589,0,3,0,22.0,0,0,8.05,missing,S
590,0,3,0,29.7,0,0,8.05,missing,S
591,0,3,0,35.0,0,0,7.125,missing,S
592,1,1,1,52.0,1,0,78.2667,D20,C
593,0,3,0,47.0,0,0,7.25,missing,S
594,0,3,1,29.7,0,2,7.75,missing,Q
595,0,2,0,37.0,1,0,26.0,missing,S
596,0,3,0,36.0,1,1,24.15,missing,S
597,1,2,1,29.7,0,0,33.0,missing,S
598,0,3,0,49.0,0,0,0.0,missing,S
599,0,3,0,29.7,0,0,7.225,missing,C
600,1,1,0,49.0,1,0,56.9292,A20,C
601,1,2,1,24.0,2,1,27.0,missing,S
602,0,3,0,29.7,0,0,7.8958,missing,S
603,0,1,0,29.7,0,0,42.4,missing,S
604,0,3,0,44.0,0,0,8.05,missing,S
605,1,1,0,35.0,0,0,26.55,missing,C
606,0,3,0,36.0,1,0,15.55,missing,S
607,0,3,0,30.0,0,0,7.8958,missing,S
608,1,1,0,27.0,0,0,30.5,missing,S
609,1,2,1,22.0,1,2,41.5792,missing,C
610,1,1,1,40.0,0,0,153.4625,C125,S
611,0,3,1,39.0,1,5,31.275,missing,S
612,0,3,0,29.7,0,0,7.05,missing,S
613,1,3,1,29.7,1,0,15.5,missing,Q
614,0,3,0,29.7,0,0,7.75,missing,Q
615,0,3,0,35.0,0,0,8.05,missing,S
616,1,2,1,24.0,1,2,65.0,missing,S
617,0,3,0,34.0,1,1,14.4,missing,S
618,0,3,1,26.0,1,0,16.1,missing,S
619,1,2,1,4.0,2,1,39.0,F4,S
620,0,2,0,26.0,0,0,10.5,missing,S
621,0,3,0,27.0,1,0,14.4542,missing,C
622,1,1,0,42.0,1,0,52.5542,D19,S
623,1,3,0,20.0,1,1,15.7417,missing,C
624,0,3,0,21.0,0,0,7.8542,missing,S
625,0,3,0,21.0,0,0,16.1,missing,S
626,0,1,0,61.0,0,0,32.3208,D50,S
627,0,2,0,57.0,0,0,12.35,missing,Q
628,1,1,1,21.0,0,0,77.9583,D9,S
629,0,3,0,26.0,0,0,7.8958,missing,S
630,0,3,0,29.7,0,0,7.7333,missing,Q
631,1,1,0,80.0,0,0,30.0,A23,S
632,0,3,0,51.0,0,0,7.0542,missing,S
633,1,1,0,32.0,0,0,30.5,B50,C
634,0,1,0,29.7,0,0,0.0,missing,S
635,0,3,1,9.0,3,2,27.9,missing,S
636,1,2,1,28.0,0,0,13.0,missing,S
637,0,3,0,32.0,0,0,7.925,missing,S
638,0,2,0,31.0,1,1,26.25,missing,S
639,0,3,1,41.0,0,5,39.6875,missing,S
640,0,3,0,29.7,1,0,16.1,missing,S
641,0,3,0,20.0,0,0,7.8542,missing,S
642,1,1,1,24.0,0,0,69.3,B35,C
643,0,3,1,2.0,3,2,27.9,missing,S
644,1,3,0,29.7,0,0,56.4958,missing,S
645,1,3,1,0.75,2,1,19.2583,missing,C
646,1,1,0,48.0,1,0,76.7292,D33,C
647,0,3,0,19.0,0,0,7.8958,missing,S
648,1,1,0,56.0,0,0,35.5,A26,C
649,0,3,0,29.7,0,0,7.55,missing,S
650,1,3,1,23.0,0,0,7.55,missing,S
651,0,3,0,29.7,0,0,7.8958,missing,S
652,1,2,1,18.0,0,1,23.0,missing,S
653,0,3,0,21.0,0,0,8.4333,missing,S
654,1,3,1,29.7,0,0,7.8292,missing,Q
655,0,3,1,18.0,0,0,6.75,missing,Q
656,0,2,0,24.0,2,0,73.5,missing,S
657,0,3,0,29.7,0,0,7.8958,missing,S
658,0,3,1,32.0,1,1,15.5,missing,Q
659,0,2,0,23.0,0,0,13.0,missing,S
660,0,1,0,58.0,0,2,113.275,D48,C
661,1,1,0,50.0,2,0,133.65,missing,S
662,0,3,0,40.0,0,0,7.225,missing,C
663,0,1,0,47.0,0,0,25.5875,E58,S
664,0,3,0,36.0,0,0,7.4958,missing,S
665,1,3,0,20.0,1,0,7.925,missing,S
666,0,2,0,32.0,2,0,73.5,missing,S
667,0,2,0,25.0,0,0,13.0,missing,S
668,0,3,0,29.7,0,0,7.775,missing,S
669,0,3,0,43.0,0,0,8.05,missing,S
670,1,1,1,29.7,1,0,52.0,C126,S
671,1,2,1,40.0,1,1,39.0,missing,S
672,0,1,0,31.0,1,0,52.0,B71,S
673,0,2,0,70.0,0,0,10.5,missing,S
674,1,2,0,31.0,0,0,13.0,missing,S
675,0,2,0,29.7,0,0,0.0,missing,S
676,0,3,0,18.0,0,0,7.775,missing,S
677,0,3,0,24.5,0,0,8.05,missing,S
678,1,3,1,18.0,0,0,9.8417,missing,S
679,0,3,1,43.0,1,6,46.9,missing,S
680,1,1,0,36.0,0,1,512.3292,B51 B53 B55,C
681,0,3,1,29.7,0,0,8.1375,missing,Q
682,1,1,0,27.0,0,0,76.7292,D49,C
683,0,3,0,20.0,0,0,9.225,missing,S
684,0,3,0,14.0,5,2,46.9,missing,S
685,0,2,0,60.0,1,1,39.0,missing,S
686,0,2,0,25.0,1,2,41.5792,missing,C
687,0,3,0,14.0,4,1,39.6875,missing,S
688,0,3,0,19.0,0,0,10.1708,missing,S
689,0,3,0,18.0,0,0,7.7958,missing,S
690,1,1,1,15.0,0,1,211.3375,B5,S
691,1,1,0,31.0,1,0,57.0,B20,S
692,1,3,1,4.0,0,1,13.4167,missing,C
693,1,3,0,29.7,0,0,56.4958,missing,S
694,0,3,0,25.0,0,0,7.225,missing,C
695,0,1,0,60.0,0,0,26.55,missing,S
696,0,2,0,52.0,0,0,13.5,missing,S
697,0,3,0,44.0,0,0,8.05,missing,S
698,1,3,1,29.7,0,0,7.7333,missing,Q
699,0,1,0,49.0,1,1,110.8833,C68,C
700,0,3,0,42.0,0,0,7.65,F G63,S
701,1,1,1,18.0,1,0,227.525,C62 C64,C
702,1,1,0,35.0,0,0,26.2875,E24,S
703,0,3,1,18.0,0,1,14.4542,missing,C
704,0,3,0,25.0,0,0,7.7417,missing,Q
705,0,3,0,26.0,1,0,7.8542,missing,S
706,0,2,0,39.0,0,0,26.0,missing,S
707,1,2,1,45.0,0,0,13.5,missing,S
708,1,1,0,42.0,0,0,26.2875,E24,S
709,1,1,1,22.0,0,0,151.55,missing,S
710,1,3,0,29.7,1,1,15.2458,missing,C
711,1,1,1,24.0,0,0,49.5042,C90,C
712,0,1,0,29.7,0,0,26.55,C124,S
713,1,1,0,48.0,1,0,52.0,C126,S
714,0,3,0,29.0,0,0,9.4833,missing,S
715,0,2,0,52.0,0,0,13.0,missing,S
716,0,3,0,19.0,0,0,7.65,F G73,S
717,1,1,1,38.0,0,0,227.525,C45,C
718,1,2,1,27.0,0,0,10.5,E101,S
719,0,3,0,29.7,0,0,15.5,missing,Q
720,0,3,0,33.0,0,0,7.775,missing,S
721,1,2,1,6.0,0,1,33.0,missing,S
722,0,3,0,17.0,1,0,7.0542,missing,S
723,0,2,0,34.0,0,0,13.0,missing,S
724,0,2,0,50.0,0,0,13.0,missing,S
725,1,1,0,27.0,1,0,53.1,E8,S
726,0,3,0,20.0,0,0,8.6625,missing,S
727,1,2,1,30.0,3,0,21.0,missing,S
728,1,3,1,29.7,0,0,7.7375,missing,Q
729,0,2,0,25.0,1,0,26.0,missing,S
730,0,3,1,25.0,1,0,7.925,missing,S
731,1,1,1,29.0,0,0,211.3375,B5,S
732,0,3,0,11.0,0,0,18.7875,missing,C
733,0,2,0,29.7,0,0,0.0,missing,S
734,0,2,0,23.0,0,0,13.0,missing,S
735,0,2,0,23.0,0,0,13.0,missing,S
736,0,3,0,28.5,0,0,16.1,missing,S
737,0,3,1,48.0,1,3,34.375,missing,S
738,1,1,0,35.0,0,0,512.3292,B101,C
739,0,3,0,29.7,0,0,7.8958,missing,S
740,0,3,0,29.7,0,0,7.8958,missing,S
741,1,1,0,29.7,0,0,30.0,D45,S
742,0,1,0,36.0,1,0,78.85,C46,S
743,1,1,1,21.0,2,2,262.375,B57 B59 B63 B66,C
744,0,3,0,24.0,1,0,16.1,missing,S
745,1,3,0,31.0,0,0,7.925,missing,S
746,0,1,0,70.0,1,1,71.0,B22,S
747,0,3,0,16.0,1,1,20.25,missing,S
748,1,2,1,30.0,0,0,13.0,missing,S
749,0,1,0,19.0,1,0,53.1,D30,S
750,0,3,0,31.0,0,0,7.75,missing,Q
751,1,2,1,4.0,1,1,23.0,missing,S
752,1,3,0,6.0,0,1,12.475,E121,S
753,0,3,0,33.0,0,0,9.5,missing,S
754,0,3,0,23.0,0,0,7.8958,missing,S
755,1,2,1,48.0,1,2,65.0,missing,S
756,1,2,0,0.67,1,1,14.5,missing,S
757,0,3,0,28.0,0,0,7.7958,missing,S
758,0,2,0,18.0,0,0,11.5,missing,S
759,0,3,0,34.0,0,0,8.05,missing,S
760,1,1,1,33.0,0,0,86.5,B77,S
761,0,3,0,29.7,0,0,14.5,missing,S
762,0,3,0,41.0,0,0,7.125,missing,S
763,1,3,0,20.0,0,0,7.2292,missing,C
764,1,1,1,36.0,1,2,120.0,B96 B98,S
765,0,3,0,16.0,0,0,7.775,missing,S
766,1,1,1,51.0,1,0,77.9583,D11,S
767,0,1,0,29.7,0,0,39.6,missing,C
768,0,3,1,30.5,0,0,7.75,missing,Q
769,0,3,0,29.7,1,0,24.15,missing,Q
770,0,3,0,32.0,0,0,8.3625,missing,S
771,0,3,0,24.0,0,0,9.5,missing,S
772,0,3,0,48.0,0,0,7.8542,missing,S
773,0,2,1,57.0,0,0,10.5,E77,S
774,0,3,0,29.7,0,0,7.225,missing,C
775,1,2,1,54.0,1,3,23.0,missing,S
776,0,3,0,18.0,0,0,7.75,missing,S
777,0,3,0,29.7,0,0,7.75,F38,Q
778,1,3,1,5.0,0,0,12.475,missing,S
779,0,3,0,29.7,0,0,7.7375,missing,Q
780,1,1,1,43.0,0,1,211.3375,B3,S
781,1,3,1,13.0,0,0,7.2292,missing,C
782,1,1,1,17.0,1,0,57.0,B20,S
783,0,1,0,29.0,0,0,30.0,D6,S
784,0,3,0,29.7,1,2,23.45,missing,S
785,0,3,0,25.0,0,0,7.05,missing,S
786,0,3,0,25.0,0,0,7.25,missing,S
787,1,3,1,18.0,0,0,7.4958,missing,S
788,0,3,0,8.0,4,1,29.125,missing,Q
789,1,3,0,1.0,1,2,20.575,missing,S
790,0,1,0,46.0,0,0,79.2,B82 B84,C
791,0,3,0,29.7,0,0,7.75,missing,Q
792,0,2,0,16.0,0,0,26.0,missing,S
793,0,3,1,29.7,8,2,69.55,missing,S
794,0,1,0,29.7,0,0,30.6958,missing,C
795,0,3,0,25.0,0,0,7.8958,missing,S
796,0,2,0,39.0,0,0,13.0,missing,S
797,1,1,1,49.0,0,0,25.9292,D17,S
798,1,3,1,31.0,0,0,8.6833,missing,S
799,0,3,0,30.0,0,0,7.2292,missing,C
800,0,3,1,30.0,1,1,24.15,missing,S
801,0,2,0,34.0,0,0,13.0,missing,S
802,1,2,1,31.0,1,1,26.25,missing,S
803,1,1,0,11.0,1,2,120.0,B96 B98,S
804,1,3,0,0.42,0,1,8.5167,missing,C
805,1,3,0,27.0,0,0,6.975,missing,S
806,0,3,0,31.0,0,0,7.775,missing,S
807,0,1,0,39.0,0,0,0.0,A36,S
808,0,3,1,18.0,0,0,7.775,missing,S
809,0,2,0,39.0,0,0,13.0,missing,S
810,1,1,1,33.0,1,0,53.1,E8,S
811,0,3,0,26.0,0,0,7.8875,missing,S
812,0,3,0,39.0,0,0,24.15,missing,S
813,0,2,0,35.0,0,0,10.5,missing,S
814,0,3,1,6.0,4,2,31.275,missing,S
815,0,3,0,30.5,0,0,8.05,missing,S
816,0,1,0,29.7,0,0,0.0,B102,S
817,0,3,1,23.0,0,0,7.925,missing,S
818,0,2,0,31.0,1,1,37.0042,missing,C
819,0,3,0,43.0,0,0,6.45,missing,S
820,0,3,0,10.0,3,2,27.9,missing,S
821,1,1,1,52.0,1,1,93.5,B69,S
822,1,3,0,27.0,0,0,8.6625,missing,S
823,0,1,0,38.0,0,0,0.0,missing,S
824,1,3,1,27.0,0,1,12.475,E121,S
825,0,3,0,2.0,4,1,39.6875,missing,S
826,0,3,0,29.7,0,0,6.95,missing,Q
827,0,3,0,29.7,0,0,56.4958,missing,S
828,1,2,0,1.0,0,2,37.0042,missing,C
829,1,3,0,29.7,0,0,7.75,missing,Q
830,1,1,1,62.0,0,0,80.0,B28,
831,1,3,1,15.0,1,0,14.4542,missing,C
832,1,2,0,0.83,1,1,18.75,missing,S
833,0,3,0,29.7,0,0,7.2292,missing,C
834,0,3,0,23.0,0,0,7.8542,missing,S
835,0,3,0,18.0,0,0,8.3,missing,S
836,1,1,1,39.0,1,1,83.1583,E49,C
837,0,3,0,21.0,0,0,8.6625,missing,S
838,0,3,0,29.7,0,0,8.05,missing,S
839,1,3,0,32.0,0,0,56.4958,missing,S
840,1,1,0,29.7,0,0,29.7,C47,C
841,0,3,0,20.0,0,0,7.925,missing,S
842,0,2,0,16.0,0,0,10.5,missing,S
843,1,1,1,30.0,0,0,31.0,missing,C
844,0,3,0,34.5,0,0,6.4375,missing,C
845,0,3,0,17.0,0,0,8.6625,missing,S
846,0,3,0,42.0,0,0,7.55,missing,S
847,0,3,0,29.7,8,2,69.55,missing,S
848,0,3,0,35.0,0,0,7.8958,missing,C
849,0,2,0,28.0,0,1,33.0,missing,S
850,1,1,1,29.7,1,0,89.1042,C92,C
851,0,3,0,4.0,4,2,31.275,missing,S
852,0,3,0,74.0,0,0,7.775,missing,S
853,0,3,1,9.0,1,1,15.2458,missing,C
854,1,1,1,16.0,0,1,39.4,D28,S
855,0,2,1,44.0,1,0,26.0,missing,S
856,1,3,1,18.0,0,1,9.35,missing,S
857,1,1,1,45.0,1,1,164.8667,missing,S
858,1,1,0,51.0,0,0,26.55,E17,S
859,1,3,1,24.0,0,3,19.2583,missing,C
860,0,3,0,29.7,0,0,7.2292,missing,C
861,0,3,0,41.0,2,0,14.1083,missing,S
862,0,2,0,21.0,1,0,11.5,missing,S
863,1,1,1,48.0,0,0,25.9292,D17,S
864,0,3,1,29.7,8,2,69.55,missing,S
865,0,2,0,24.0,0,0,13.0,missing,S
866,1,2,1,42.0,0,0,13.0,missing,S
867,1,2,1,27.0,1,0,13.8583,missing,C
868,0,1,0,31.0,0,0,50.4958,A24,S
869,0,3,0,29.7,0,0,9.5,missing,S
870,1,3,0,4.0,1,1,11.1333,missing,S
871,0,3,0,26.0,0,0,7.8958,missing,S
872,1,1,1,47.0,1,1,52.5542,D35,S
873,0,1,0,33.0,0,0,5.0,B51 B53 B55,S
874,0,3,0,47.0,0,0,9.0,missing,S
875,1,2,1,28.0,1,0,24.0,missing,C
876,1,3,1,15.0,0,0,7.225,missing,C
877,0,3,0,20.0,0,0,9.8458,missing,S
878,0,3,0,19.0,0,0,7.8958,missing,S
879,0,3,0,29.7,0,0,7.8958,missing,S
880,1,1,1,56.0,0,1,83.1583,C50,C
881,1,2,1,25.0,0,1,26.0,missing,S
882,0,3,0,33.0,0,0,7.8958,missing,S
883,0,3,1,22.0,0,0,10.5167,missing,S
884,0,2,0,28.0,0,0,10.5,missing,S
885,0,3,0,25.0,0,0,7.05,missing,S
886,0,3,1,39.0,0,5,29.125,missing,Q
887,0,2,0,27.0,0,0,13.0,missing,S
888,1,1,1,19.0,0,0,30.0,B42,S
889,0,3,1,29.7,1,2,23.45,missing,S
890,1,1,0,26.0,0,0,30.0,C148,C
891,0,3,0,32.0,0,0,7.75,missing,Q
